,0
2142,135.22
2143,134.11
2144,133.9
2145,132.8
2146,132.54
2147,133.22
2148,133.08
2149,132.81
2150,132.6
2151,132.72
2152,132.98
2153,132.84
2154,132.72
2155,132.03
2156,132.77
2157,132.39
2158,132.27
2159,131.51
2160,130.91
2161,131.81
2162,132.01
2163,132.6
2164,132.65
2165,131.6
2166,131.29
2167,130.05
2168,129.74
2169,130.55
2170,130.46
2171,130.65
2172,130.1
2173,129.84
2174,129.88
2175,129.82
2176,130.12
2177,130.03
2178,130.37
2179,130.53
2180,130.06
2181,130.81
2182,130.96
2183,130.65
2184,129.01
2185,129.19
2186,131.18
2187,131.59
2188,131.98
2189,131.49
2190,130.49
2191,131.47
2192,132.47
2193,132.09
2194,132.38
2195,132.41
2196,133.55
2197,134.34
2198,135.11
2199,135.28
2200,134.55
2201,133.53
2202,132.2
2203,132.35
2204,131.54
2205,132.93
2206,132.11
2207,131.18
2208,130.98
2209,131.7
2210,131.41
2211,132.4
2212,132.47
2213,132.56
2214,133.13
2215,133.26
2216,131.27
2217,131.2
2218,130.57
2219,130.76
2220,131.0
2221,131.15
2222,133.56
2223,133.72
2224,134.44
2225,133.85
2226,132.54
2227,133.52
2228,133.24
2229,133.99
2230,134.11
2231,135.12
2232,134.57
2233,135.51
2234,136.35
2235,137.11
2236,137.88
2237,139.0
2238,137.04
2239,136.15
2240,134.62
2241,134.35
2242,134.22
2243,133.12
2244,132.68
2245,132.7
2246,131.7
2247,131.39
2248,131.84
2249,131.89
2250,131.77
2251,131.14
2252,132.48
2253,133.47
2254,133.04
2255,132.07
2256,131.81
2257,132.26
2258,131.5
2259,131.44
2260,130.74
2261,132.04
2262,132.39
2263,131.61
2264,129.99
2265,129.69
2266,130.99
2267,131.69
2268,132.51
2269,132.39
2270,133.31
2271,131.91
2272,135.04
2273,136.05
2274,135.76
2275,137.57
2276,138.56
2277,138.97
2278,139.81
2279,140.72
2280,141.14
2281,143.96
2282,143.1
2283,141.5
2284,142.76
2285,144.21
2286,145.16
2287,147.34
2288,145.22
2289,144.56
2290,145.62
2291,142.16
2292,143.65
2293,142.25
2294,143.81
2295,143.14
2296,142.07
2297,141.33
2298,144.17
2299,145.51
2300,145.78
2301,145.51
2302,147.64
2303,146.38
2304,145.74
2305,145.37
2306,148.06
2307,149.26
2308,149.18
2309,147.88
2310,144.48
2311,144.05
2312,144.36
2313,144.89
2314,145.9
2315,143.64
2316,142.67
2317,142.0
2318,143.52
2319,142.74
2320,141.14
2321,141.15
2322,142.18
2323,143.19
2324,143.76
2325,142.08
2326,143.49
2327,143.8
2328,143.83
2329,142.97
2330,143.74
2331,143.01
2332,141.97
2333,139.56
2334,139.46
2335,140.2
2336,141.16
2337,140.63
2338,141.49
2339,142.1
2340,142.12
2341,142.14
2342,143.05
2343,143.58
2344,144.17
2345,144.15
2346,144.92
2347,145.1
2348,144.17
2349,142.27
2350,142.93
2351,141.58
2352,142.12
2353,141.24
2354,140.23
2355,139.37
2356,139.71
2357,138.71
2358,138.54
2359,138.13
2360,136.69
2361,136.82
2362,137.79
2363,136.87
2364,137.01
2365,137.47
2366,136.13
2367,137.02
2368,136.73
2369,138.37
2370,139.0
2371,137.69
2372,138.28
2373,138.58
2374,139.62
2375,138.56
2376,138.27
2377,139.57
2378,139.59
2379,142.2
2380,141.73
2381,142.11
2382,141.55
2383,140.97
2384,140.05
2385,140.4
2386,140.0
2387,139.28
2388,139.3
2389,138.8
2390,137.72
2391,137.16
2392,138.14
2393,138.21
2394,139.07
2395,140.37
2396,140.16
2397,140.5
2398,141.35
2399,142.34
2400,142.47
2401,142.21
2402,142.95
2403,142.2
2404,141.76
2405,142.26
2406,143.11
2407,143.1
2408,143.29
2409,143.5
2410,141.98
2411,140.7
2412,141.29
2413,141.38
2414,141.95
2415,141.41
2416,139.63
2417,139.28
2418,138.73
2419,138.81
2420,140.01
2421,140.63
2422,138.71
2423,138.41
2424,138.97
2425,138.9
2426,139.21
2427,138.81
2428,139.11
2429,139.36
2430,137.69
2431,137.7
2432,136.06
2433,135.61
2434,135.29
2435,135.88
2436,134.79
2437,134.0
2438,134.33
2439,134.01
2440,134.72
2441,135.25
2442,134.35
2443,134.62
2444,135.38
2445,136.74
2446,137.72
2447,138.44
2448,138.14
2449,140.0
2450,138.38
2451,139.3
2452,138.3
2453,138.88
2454,138.91
2455,138.01
2456,137.67
2457,136.94
2458,136.54
2459,137.21
2460,140.23
2461,141.42
2462,141.83
2463,141.27
2464,139.92
2465,140.68
2466,142.62
2467,143.28
2468,143.18
2469,143.07
2470,144.05
2471,142.1
2472,140.9
2473,141.97
2474,142.49
2475,142.39
2476,141.65
2477,140.4
2478,140.31
2479,140.89
2480,141.66
2481,141.71
2482,141.84
2483,140.93
2484,140.33
2485,140.51
2486,138.76
2487,137.03
2488,138.7
2489,139.2
2490,139.59
2491,139.02
2492,138.58
2493,138.76
2494,139.0
2495,138.79
2496,139.21
2497,138.51
2498,138.05
2499,137.92
2500,137.27
2501,138.04
2502,138.54
2503,138.38
2504,138.27
2505,137.53
2506,136.96
2507,136.14
2508,136.04
2509,135.3
2510,136.04
2511,135.62
2512,136.4
2513,136.81
2514,137.05
2515,136.6
2516,136.83
2517,136.57
2518,137.05
2519,137.71
2520,137.39
2521,137.22
2522,136.91
2523,136.52
2524,135.64
2525,134.59
2526,134.11
2527,134.45
2528,133.59
2529,134.07
2530,133.47
2531,132.91
2532,131.93
2533,131.63
2534,131.86
2535,131.64
2536,131.76
2537,131.5
2538,131.12
2539,131.35
2540,132.13
2541,131.87
2542,132.23
2543,132.06
2544,132.43
2545,133.68
2546,133.55
2547,132.6
2548,132.75
2549,132.05
2550,131.33
2551,131.85
2552,131.67
2553,134.08
2554,133.81
2555,134.07
2556,133.78
2557,134.75
2558,134.99
2559,135.71
2560,134.25
2561,135.44
2562,135.26
2563,135.38
2564,134.18
2565,135.0
2566,134.4
2567,134.49
2568,132.91
2569,132.99
2570,132.61
2571,133.67
2572,133.56
2573,134.76
2574,135.8
2575,135.2
2576,134.47
2577,135.14
2578,136.19
2579,136.03
2580,136.67
2581,136.49
2582,136.73
2583,134.99
2584,134.71
2585,136.68
2586,136.76
2587,137.39
2588,136.57
2589,138.0
2590,137.74
2591,137.97
2592,137.38
2593,138.69
2594,138.5
2595,136.24
2596,136.25
2597,134.17
2598,137.5
2599,137.93
2600,135.7
2601,134.39
2602,134.83
2603,136.76
2604,137.37
2605,137.67
2606,136.9
2607,136.75
2608,136.39
2609,136.12
2610,134.33
2611,133.48
2612,133.97
2613,134.29
2614,134.16
2615,133.98
2616,134.11
2617,134.37
2618,133.87
2619,134.14
2620,134.18
2621,134.21
2622,134.61
2623,134.31
2624,133.4
2625,133.16
2626,132.92
2627,134.05
2628,133.15
2629,132.48
2630,132.08
2631,132.86
2632,132.89
2633,132.26
2634,132.01
2635,132.38
2636,132.16
2637,132.48
2638,132.39
2639,132.23
2640,131.6
2641,130.95
2642,131.2
2643,131.76
2644,131.48
2645,132.12
2646,132.96
2647,130.76
2648,130.13
2649,129.99
2650,130.22
2651,129.44
2652,129.53
2653,129.0
2654,129.33
2655,129.29
2656,129.57
2657,128.55
2658,129.81
2659,130.47
2660,130.68
2661,129.51
2662,130.17
2663,130.37
2664,129.05
2665,129.74
2666,128.92
2667,129.77
2668,129.68
2669,130.64
2670,131.13
2671,130.49
2672,131.11
2673,130.26
2674,130.37
2675,129.34
2676,129.28
2677,130.61
2678,130.71
2679,130.3
2680,130.51
2681,129.44
2682,129.3
2683,130.21
2684,130.38
2685,131.61
2686,131.13
2687,131.11
2688,131.99
2689,131.25
2690,131.15
2691,130.5
2692,129.4
2693,130.12
2694,131.15
2695,130.09
2696,130.19
2697,129.44
2698,129.21
2699,128.96
2700,128.81
2701,127.87
2702,128.38
2703,128.19
2704,127.48
2705,127.46
2706,126.84
2707,126.97
2708,126.72
2709,126.89
2710,126.68
2711,126.63
2712,125.95
2713,125.96
2714,126.73
2715,127.4
2716,126.13
2717,125.63
2718,125.95
2719,125.64
2720,125.53
2721,125.68
2722,124.36
2723,124.28
2724,124.37
2725,124.09
2726,123.99
2727,124.53
2728,124.7
2729,125.51
2730,125.36
2731,124.34
2732,124.77
2733,124.58
2734,123.19
2735,124.3
2736,125.77
2737,127.1
2738,127.58
2739,126.61
2740,126.74
2741,127.74
2742,129.54
2743,130.46
2744,129.89
2745,128.69
2746,127.99
2747,127.88
2748,127.24
2749,128.59
2750,127.41
2751,126.43
2752,128.86
2753,130.58
2754,130.07
2755,131.33
2756,131.47
2757,131.61
2758,132.84
2759,132.85
2760,132.93
2761,133.67
2762,133.43
2763,132.36
2764,130.12
2765,130.79
2766,131.3
2767,130.86
2768,131.37
2769,130.76
2770,129.92
2771,129.85
2772,128.02
2773,127.62
2774,128.04
2775,128.03
2776,128.04
2777,130.66
2778,131.39
2779,131.69
2780,133.23
2781,135.04
2782,134.04
2783,134.19
2784,131.94
2785,132.25
2786,131.18
2787,129.38
2788,131.34
2789,130.76
2790,129.65
2791,129.19
2792,128.82
2793,128.19
2794,129.13
2795,130.05
2796,131.47
2797,131.03
2798,131.29
2799,131.38
2800,133.15
2801,133.19
2802,132.18
2803,131.95
2804,132.75
2805,133.19
2806,133.52
2807,133.23
2808,133.07
2809,132.09
2810,132.06
2811,130.64
2812,130.97
2813,130.65
2814,130.13
2815,130.36
2816,130.61
2817,131.04
2818,130.56
2819,130.36
2820,130.37
2821,129.16
2822,128.43
2823,127.4
2824,128.95
2825,128.6
2826,128.54
2827,128.74
2828,128.24
2829,128.67
2830,127.86
2831,128.0
2832,127.85
2833,128.1
2834,127.35
2835,127.84
2836,128.39
2837,128.24
2838,127.7
2839,128.02
2840,127.35
2841,127.49
2842,126.36
2843,124.91
2844,125.04
2845,124.32
2846,124.59
2847,124.07
2848,125.08
2849,124.8
2850,124.3
2851,125.37
2852,126.71
2853,125.8
2854,125.28
2855,126.05
2856,125.53
2857,125.85
2858,126.33
2859,125.7
2860,125.0
2861,124.25
2862,123.85
2863,123.32
2864,123.73
2865,123.11
2866,122.42
2867,121.83
2868,121.66
2869,121.84
2870,121.36
2871,121.54
2872,121.74
2873,121.79
2874,122.32
2875,121.48
2876,121.73
2877,121.24
2878,120.1
2879,119.37
2880,119.79
2881,120.1
2882,119.78
2883,119.7
2884,119.61
2885,119.58
2886,118.87
2887,119.46
2888,119.41
2889,119.56
2890,120.02
2891,120.16
2892,120.61
2893,119.73
2894,119.74
2895,119.69
2896,119.85
2897,119.69
2898,118.89
2899,119.64
2900,119.93
2901,119.53
2902,118.58
2903,118.58
2904,118.68
2905,118.34
2906,117.72
2907,118.45
2908,117.81
2909,118.41
2910,118.78
2911,119.65
2912,117.72
2913,118.47
2914,117.59
2915,116.9
2916,115.85
2917,115.2
2918,114.96
2919,115.01
2920,115.12
2921,115.82
2922,115.77
2923,115.11
2924,115.21
2925,114.69
2926,114.12
2927,113.85
2928,114.19
2929,114.07
2930,114.32
2931,113.53
2932,114.18
2933,114.22
2934,114.55
2935,117.39
2936,118.03
2937,119.28
2938,119.85
2939,119.65
2940,118.75
2941,117.22
2942,117.24
2943,116.52
2944,116.92
2945,117.81
2946,118.49
2947,118.61
2948,117.66
2949,116.81
2950,116.66
2951,116.06
2952,116.15
2953,115.79
2954,115.58
2955,116.23
2956,116.16
2957,115.79
2958,116.37
2959,116.43
2960,115.81
2961,115.66
2962,115.48
2963,115.5
2964,115.12
2965,115.08
2966,115.41
2967,115.66
2968,114.37
2969,114.18
2970,115.06
2971,114.92
2972,114.58
2973,114.36
2974,113.25
2975,113.39
2976,113.31
2977,112.91
2978,112.44
2979,113.37
2980,114.44
2981,114.42
2982,113.91
2983,113.74
2984,112.15
2985,111.36
2986,111.68
2987,112.4
2988,112.96
2989,113.09
2990,112.75
2991,112.21
2992,111.49
2993,111.67
2994,111.43
2995,111.44
2996,112.07
2997,112.6
2998,111.81
2999,111.07
3000,111.47
3001,110.8
3002,110.93
3003,111.29
3004,111.65
3005,112.4
3006,110.8
3007,110.11
3008,110.69
3009,111.55
3010,111.54
3011,111.23
3012,112.0
3013,112.78
3014,111.72
3015,111.04
3016,111.67
3017,111.78
3018,110.95
3019,111.72
3020,111.96
3021,112.02
3022,111.33
3023,110.4
3024,110.03
3025,108.89
3026,108.91
3027,109.41
3028,108.61
3029,109.32
3030,109.15
3031,109.22
3032,109.49
3033,109.71
3034,109.15
3035,111.19
3036,111.42
3037,114.47
3038,114.25
3039,113.84
3040,112.98
3041,113.81
3042,115.29
3043,114.79
3044,113.4
3045,113.44
3046,114.8
3047,112.0
3048,113.09
3049,115.09
3050,116.54
3051,116.93
3052,118.33
3053,118.58
3054,118.6
3055,118.13
3056,117.57
3057,116.66
3058,117.25
3059,115.1
3060,117.21
3061,118.31
3062,118.58
3063,117.72
3064,115.57
3065,114.64
3066,116.71
3067,117.26
3068,117.27
3069,116.13
3070,115.16
3071,115.21
3072,115.34
3073,114.47
3074,114.87
3075,113.66
3076,114.64
3077,114.13
3078,112.73
3079,112.7
3080,112.36
3081,111.83
3082,112.96
3083,113.12
3084,113.17
3085,114.16
3086,112.42
3087,111.42
3088,110.34
3089,110.61
3090,111.68
3091,111.01
3092,110.57
3093,110.49
3094,110.39
3095,111.85
3096,111.69
3097,112.75
3098,113.93
3099,113.8
3100,112.43
3101,112.22
3102,112.15
3103,111.32
3104,111.91
3105,111.53
3106,110.81
3107,110.82
3108,111.46
3109,112.33
3110,113.14
3111,113.17
3112,113.87
3113,114.77
3114,115.51
3115,116.5
3116,114.89
3117,115.43
3118,113.8
3119,114.8
3120,114.24
3121,113.96
3122,113.39
3123,114.27
3124,118.14
3125,116.93
3126,115.82
3127,115.91
3128,114.51
3129,114.06
3130,111.94
3131,113.13
3132,113.91
3133,112.95
3134,110.84
3135,111.64
3136,112.15
3137,113.89
3138,112.73
3139,115.44
3140,114.06
3141,113.65
3142,114.41
3143,113.53
3144,111.76
3145,112.34
3146,113.22
3147,113.8
3148,115.14
3149,115.09
3150,115.81
3151,116.91
3152,117.95
3153,118.94
3154,119.11
3155,120.67
3156,121.68
3157,121.71
3158,121.38
3159,120.47
3160,122.4
3161,122.39
3162,122.08
3163,119.53
3164,120.42
3165,118.8
3166,118.76
3167,116.35
3168,117.16
3169,117.67
3170,117.64
3171,117.68
3172,118.15
3173,119.46
3174,119.14
3175,118.85
3176,119.53
3177,119.44
3178,119.03
3179,118.27
3180,118.88
3181,117.54
3182,118.7
3183,118.61
3184,117.23
3185,118.28
3186,116.62
3187,117.87
3188,119.52
3189,119.97
3190,120.48
3191,122.24
3192,122.91
3193,122.6
3194,121.62
3195,125.16
3196,125.74
3197,126.1
3198,125.46
3199,121.78
3200,120.89
3201,119.22
3202,119.13
3203,119.0
3204,117.11
3205,115.8
3206,116.98
3207,118.05
3208,117.74
3209,118.31
3210,117.02
3211,115.08
3212,115.81
3213,114.95
3214,114.74
3215,115.54
3216,115.73
3217,117.81
3218,118.65
3219,117.86
3220,115.57
3221,115.41
3222,116.35
3223,115.53
3224,114.16
3225,114.5
3226,113.97
3227,114.41
3228,113.47
3229,113.67
3230,113.35
3231,111.7
3232,112.71
3233,111.53
3234,113.7
3235,112.91
3236,113.11
3237,112.55
3238,113.15
3239,113.05
3240,113.38
3241,112.68
3242,112.05
3243,111.7
3244,111.03
3245,110.84
3246,110.54
3247,111.54
3248,112.64
3249,112.41
3250,112.03
3251,110.89
3252,111.29
3253,111.52
3254,111.91
3255,111.92
3256,110.47
3257,109.81
3258,112.62
3259,111.99
3260,112.74
3261,112.08
3262,112.47
3263,111.66
3264,110.93
3265,111.22
3266,112.1
3267,112.09
3268,112.23
3269,112.6
3270,112.33
3271,111.63
3272,113.74
3273,114.03
3274,114.72
3275,115.75
3276,116.2
3277,118.52
3278,118.28
3279,117.16
3280,118.46
3281,120.15
3282,121.02
3283,120.01
3284,119.48
3285,118.56
3286,116.85
3287,115.76
3288,118.9
3289,118.55
3290,119.36
3291,119.33
3292,118.73
3293,120.48
3294,120.17
3295,122.02
3296,122.34
3297,118.63
3298,119.13
3299,121.14
3300,123.65
3301,123.13
3302,127.0
3303,127.45
3304,128.47
3305,130.24
3306,132.14
3307,136.28
3308,136.5
3309,137.98
3310,137.54
3311,138.3
3312,142.46
3313,138.72
3314,137.68
3315,141.42
3316,138.56
3317,139.78
3318,133.87
3319,136.95
3320,140.07
3321,134.48
3322,133.79
3323,132.98
3324,131.89
3325,130.1
3326,128.31
3327,128.49
3328,127.94
3329,129.28
3330,129.75
3331,131.04
3332,129.54
3333,127.32
3334,128.38
3335,130.31
3336,131.04
3337,133.0
3338,133.18
3339,130.39
3340,131.35
3341,131.41
3342,128.72
3343,131.22
3344,130.9
3345,131.89
3346,133.74
3347,133.75
3348,132.35
3349,132.94
3350,133.72
3351,134.69
3352,133.39
3353,137.22
3354,140.51
3355,142.66
3356,141.22
3357,137.92
3358,140.59
3359,140.78
3360,145.35
3361,142.63
3362,143.09
3363,145.45
3364,147.56
3365,142.98
3366,142.94
3367,142.77
3368,142.15
3369,138.24
3370,137.76
3371,135.8
3372,139.0
3373,143.91
3374,134.2
3375,135.29
3376,136.2
3377,132.87
3378,133.26
3379,134.78
3380,134.17
3381,131.63
3382,131.94
3383,129.37
3384,132.2
3385,131.17
3386,133.21
3387,133.54
3388,133.38
3389,127.3
3390,124.58
3391,125.97
3392,127.08
3393,124.83
3394,125.22
3395,122.43
3396,122.59
3397,122.36
3398,121.22
3399,121.15
3400,117.57
3401,116.22
3402,115.3
3403,115.94
3404,116.77
3405,119.13
3406,122.89
3407,122.21
3408,120.53
3409,122.82
3410,121.11
3411,119.95
3412,118.86
3413,116.6
3414,119.93
3415,120.47
3416,121.43
3417,120.14
3418,120.32
3419,119.21
3420,116.72
3421,116.53
3422,117.6
3423,118.16
3424,114.97
3425,113.99
3426,113.85
3427,114.31
3428,114.52
3429,114.7
3430,115.49
3431,116.76
3432,118.15
3433,118.62
3434,118.77
3435,119.19
3436,117.87
3437,119.04
3438,117.37
3439,119.09
3440,117.22
3441,119.1
3442,118.8
3443,119.63
3444,121.31
3445,124.29
3446,122.74
3447,123.95
3448,123.42
3449,123.51
3450,123.49
3451,120.24
3452,118.96
3453,119.44
3454,117.0
3455,115.68
3456,115.96
3457,114.03
3458,114.06
3459,112.24
3460,111.48
3461,112.16
3462,111.66
3463,112.52
3464,111.45
3465,111.6
3466,110.04
3467,109.23
3468,108.9
3469,107.91
3470,108.92
3471,107.28
3472,108.17
3473,108.33
3474,108.69
3475,107.53
3476,106.85
3477,106.04
3478,106.11
3479,106.65
3480,106.6
3481,107.27
3482,106.09
3483,106.31
3484,106.05
3485,106.75
3486,107.46
3487,108.72
3488,108.31
3489,107.21
3490,106.62
3491,106.09
3492,105.52
3493,105.04
3494,103.24
3495,103.02
3496,103.72
3497,102.73
3498,102.72
3499,102.27
3500,103.72
3501,104.98
3502,103.51
3503,103.73
3504,102.74
3505,102.33
3506,104.33
3507,103.8
3508,104.34
3509,104.94
3510,105.12
3511,104.99
3512,104.63
3513,103.55
3514,102.39
3515,101.45
3516,101.05
3517,100.76
3518,100.94
3519,100.31
3520,100.46
3521,100.16
3522,100.21
3523,100.72
3524,102.51
3525,100.81
3526,100.41
3527,103.2
3528,104.95
3529,104.91
3530,104.39
3531,103.23
3532,102.06
3533,101.96
3534,100.73
3535,100.14
3536,100.49
3537,99.4
3538,98.59
3539,99.58
3540,99.74
3541,99.72
3542,100.43
3543,100.84
3544,101.38
3545,100.85
3546,101.18
3547,101.58
3548,101.4
3549,101.11
3550,101.66
3551,101.64
3552,101.47
3553,100.68
3554,101.62
3555,101.3
3556,101.26
3557,100.63
3558,100.34
3559,100.11
3560,100.17
3561,101.4
3562,100.73
3563,99.88
3564,99.93
3565,100.23
3566,100.0
3567,99.61
3568,99.23
3569,98.75
3570,97.9
3571,98.31
3572,97.7
3573,97.22
3574,97.11
3575,96.93
3576,97.66
3577,97.15
3578,95.99
3579,96.08
3580,97.27
3581,97.96
3582,99.63
3583,99.82
3584,99.61
3585,99.78
3586,100.35
3587,100.97
3588,100.92
3589,101.14
3590,98.65
3591,97.61
3592,98.54
3593,99.44
3594,101.3
3595,100.79
3596,101.89
3597,100.63
3598,100.92
3599,100.09
3600,99.14
3601,98.22
3602,97.31
3603,96.98
3604,97.15
3605,97.33
3606,96.58
3607,96.96
3608,98.06
3609,97.18
3610,96.06
3611,95.14
3612,94.26
3613,94.2
3614,94.54
3615,94.18
3616,94.23
3617,94.19
3618,94.27
3619,94.23
3620,94.46
3621,94.85
3622,94.49
3623,93.15
3624,93.08
3625,92.34
3626,92.44
3627,92.23
3628,92.45
3629,93.32
3630,92.81
3631,92.69
3632,92.68
3633,92.0
3634,91.44
3635,91.58
3636,91.38
3637,90.83
3638,91.73
3639,91.44
3640,91.23
3641,91.73
3642,90.76
3643,90.84
3644,90.05
3645,90.58
3646,90.23
3647,91.27
3648,90.03
3649,90.4
3650,90.25
3651,90.62
3652,90.33
3653,90.48
3654,90.87
3655,90.1
3656,89.38
3657,91.25
3658,90.89
3659,91.83
3660,92.28
3661,91.11
3662,89.8
3663,93.07
3664,94.45
3665,96.48
3666,97.6
3667,98.7
3668,97.22
3669,97.72
3670,96.31
3671,94.07
3672,94.03
3673,93.5
3674,95.72
3675,94.8
3676,93.83
3677,98.38
3678,100.88
3679,99.51
3680,97.17
3681,98.24
3682,97.99
3683,96.39
3684,94.98
3685,96.39
3686,96.05
3687,97.08
3688,96.73
3689,96.97
3690,99.45
3691,100.1
3692,101.05
3693,101.56
3694,101.52
3695,101.5
3696,100.29
3697,99.49
3698,97.06
3699,99.0
3700,98.94
3701,100.48
3702,98.16
3703,97.69
3704,97.56
3705,98.05
3706,99.54
3707,99.24
3708,97.96
3709,97.35
3710,97.18
3711,98.04
3712,98.37
3713,97.49
3714,96.51
3715,96.02
3716,94.34
3717,93.76
3718,96.5
3719,95.2
3720,96.63
3721,97.12
3722,97.29
3723,97.51
3724,98.59
3725,100.15
3726,100.38
3727,100.39
3728,99.74
3729,98.87
3730,98.81
3731,99.19
3732,98.63
3733,99.92
3734,100.8
3735,100.26
3736,98.95
3737,99.84
3738,98.5
3739,97.89
3740,97.34
3741,97.12
3742,97.96
3743,98.38
3744,96.81
3745,96.75
3746,96.79
3747,96.19
3748,95.81
3749,95.52
3750,95.95
3751,96.85
3752,94.53
3753,94.52
3754,94.25
3755,94.85
3756,94.35
3757,93.56
3758,93.51
3759,94.06
3760,92.76
3761,92.62
3762,92.19
3763,92.08
3764,92.64
3765,92.22
3766,91.5
3767,91.92
3768,92.17
3769,91.94
3770,91.62
3771,91.3
3772,91.12
3773,90.72
3774,91.76
3775,91.87
3776,92.18
3777,92.52
3778,93.55
3779,93.68
3780,92.85
3781,93.43
3782,92.03
3783,92.46
3784,90.76
3785,91.47
3786,91.09
3787,91.98
3788,91.16
3789,92.01
3790,91.07
3791,90.54
3792,90.75
3793,91.92
3794,91.27
3795,92.63
3796,92.02
3797,90.96
3798,90.63
3799,92.2
3800,92.31
3801,91.53
3802,90.92
3803,89.57
3804,90.01
3805,89.47
3806,88.44
3807,88.39
3808,88.52
3809,88.62
3810,87.88
3811,87.94
3812,88.22
3813,88.0
3814,87.71
3815,87.83
3816,87.97
3817,87.62
3818,87.57
3819,87.19
3820,87.16
3821,86.94
3822,86.28
3823,86.62
3824,86.52
3825,86.52
3826,86.59
3827,86.9
3828,86.02
3829,86.38
3830,85.3
3831,85.26
3832,85.5
3833,85.9
3834,86.36
3835,86.49
3836,86.19
3837,85.94
3838,85.09
3839,85.36
3840,84.95
3841,85.97
3842,85.98
3843,84.95
3844,85.14
3845,84.87
3846,84.32
3847,84.24
3848,84.3
3849,84.34
3850,83.58
3851,83.26
3852,83.18
3853,83.28
3854,83.29
3855,82.76
3856,83.7
3857,85.17
3858,85.9
3859,85.18
3860,85.62
3861,86.33
3862,85.61
3863,84.33
3864,83.24
3865,83.14
3866,83.79
3867,83.73
3868,84.22
3869,85.38
3870,85.31
3871,85.7
3872,85.93
3873,86.78
3874,87.12
3875,87.59
3876,87.02
3877,85.91
3878,85.87
3879,85.61
3880,85.21
3881,85.12
3882,84.38
3883,84.15
3884,84.13
3885,84.7
3886,84.13
3887,83.85
3888,83.5
3889,83.27
3890,84.24
3891,83.49
3892,83.45
3893,83.99
3894,83.87
3895,83.56
3896,82.93
3897,82.44
3898,82.51
3899,82.44
3900,82.27
3901,81.51
3902,81.29
3903,80.92
3904,81.35
3905,81.09
3906,81.17
3907,81.5
3908,81.66
3909,81.83
3910,82.29
3911,81.62
3912,82.25
3913,81.96
3914,81.62
3915,81.41
3916,81.3
3917,81.36
3918,81.89
3919,81.61
3920,81.94
3921,82.03
3922,81.49
3923,81.26
3924,81.45
3925,80.44
3926,80.62
3927,81.61
3928,83.26
3929,83.99
3930,84.07
3931,84.29
3932,84.25
3933,84.65
3934,84.65
3935,85.27
3936,85.87
3937,84.66
3938,84.49
3939,83.58
3940,82.78
3941,82.24
3942,82.78
3943,82.19
3944,83.56
3945,82.92
3946,81.97
3947,80.54
3948,80.09
3949,80.59
3950,81.15
3951,81.0
3952,80.57
3953,80.18
3954,81.22
3955,81.41
3956,81.15
3957,82.31
3958,81.8
3959,81.71
3960,82.71
3961,84.28
3962,85.59
3963,84.5
3964,84.28
3965,83.88
3966,83.81
3967,84.25
3968,84.18
3969,84.12
3970,83.93
3971,85.18
3972,85.89
3973,84.87
3974,85.21
3975,85.34
3976,86.42
3977,87.64
3978,87.85
3979,88.82
3980,89.21
3981,89.97
3982,89.23
3983,89.87
3984,89.35
3985,88.95
3986,88.99
3987,86.97
3988,87.66
3989,87.04
3990,88.44
3991,87.8
3992,88.37
3993,88.88
3994,87.82
3995,87.06
3996,86.32
3997,87.47
3998,86.95
3999,87.02
4000,86.05
4001,86.81
4002,87.66
4003,86.53
4004,87.15
4005,85.99
4006,86.78
4007,86.51
4008,84.9
4009,84.67
4010,84.69
4011,85.5
4012,85.15
4013,85.38
4014,85.93
4015,87.86
4016,87.42
4017,86.13
4018,84.96
4019,84.29
4020,84.38
4021,85.15
4022,84.97
4023,87.42
4024,87.73
4025,85.7
4026,84.39
4027,83.43
4028,84.53
4029,86.29
4030,84.51
4031,86.23
4032,84.03
4033,87.69
4034,87.06
4035,85.63
4036,85.96
4037,88.69
4038,92.31
4039,91.82
4040,96.69
4041,99.19
4042,97.67
4043,97.72
4044,101.58
4045,100.87
4046,101.93
4047,104.32
4048,109.86
4049,120.64
4050,135.92
4051,131.44
4052,124.15
4053,119.08
4054,119.26
4055,123.2
4056,121.95
4057,123.48
4058,122.55
4059,128.84
4060,129.58
4061,128.38
4062,123.01
4063,122.97
4064,117.42
4065,124.47
4066,125.74
4067,124.25
4068,120.87
4069,121.84
4070,127.28
4071,130.87
4072,135.72
4073,133.62
4074,131.76
4075,126.65
4076,131.37
4077,150.94
4078,147.53
4079,147.81
4080,154.72
4081,159.41
4082,155.39
4083,149.18
4084,144.29
4085,138.28
4086,137.36
4087,139.4
4088,132.76
4089,130.62
4090,140.82
4091,138.29
4092,139.12
4093,136.1
4094,137.97
4095,141.26
4096,140.8
4097,142.58
4098,139.11
4099,135.46
4100,133.65
4101,137.06
4102,135.25
4103,134.58
4104,132.39
4105,134.69
